500917,N/A,245030-2,N/A,0,,,.054,NG020402,S000597
500917,N/A,245030-2,N/A,0,,,.054,NG020402,S000597
500917,N/A,245030-2,N/A,0,,,.052,NG020402,S000597
500917,N/A,245030-2,N/A,0,,,.051,NG020402,S000597
500917,N/A,245030-2,N/A,0,,,.049,NG020402,S000597
500917,N/A,245030-2,N/A,0,,,.051,NG020402,S000597
500917,N/A,245030-2,N/A,0,,,.052,NG020402,S000597
500917,N/A,245030-2,N/A,0,,,.051,NG020402,S000597
500917,N/A,245030-2,N/A,0,,,.051,NG020402,S000597
500917,N/A,245030-2,N/A,0,,,.051,NG020402,S000597
500917,N/A,245030-2,N/A,0,,,.050,NG020402,S000597
500917,N/A,245030-2,N/A,0,,,.051,NG020402,S000597
500917,N/A,245030-2,N/A,0,,,.049,NG020402,S000597
500917,N/A,245030-2,N/A,0,,,.050,NG020402,S000597
500917,N/A,245030-2,N/A,0,,,.052,NG020402,S000597
500917,N/A,245030-2,N/A,0,,,.049,NG020402,S000597
500917,N/A,245030-2,N/A,0,,,.051,NG020402,S000597
500917,N/A,245030-2,N/A,0,,,.049,NG020402,S000597
500917,N/A,245030-2,N/A,0,,,.107,NG020402,S000597
500917,N/A,245030-2,N/A,0,,,.114,NG020402,S000597
500917,N/A,245030-2,N/A,0,,,.114,NG020402,S000597
500917,N/A,245030-2,N/A,0,,,.105,NG020402,S000597
500917,N/A,245030-2,N/A,0,,,.096,NG020402,S000597
500917,N/A,245030-2,N/A,0,,,.104,NG020402,S000597
500917,N/A,245030-2,N/A,0,,,.105,NG020402,S000597
500917,N/A,245030-2,N/A,0,,,.113,NG020402,S000597
500917,N/A,245030-2,N/A,0,,,.118,NG020402,S000597
500917,N/A,245030-2,N/A,0,,,.105,NG020402,S000597
500917,N/A,245030-2,N/A,0,,,.099,NG020402,S000597
500917,N/A,245030-2,N/A,0,,,.101,NG020402,S000597
500917,N/A,245030-2,N/A,0,,,.103,NG020402,S000597
500917,N/A,245030-2,N/A,0,,,.103,NG020402,S000597
500917,N/A,245030-2,N/A,0,,,.105,NG020402,S000597
500917,N/A,245030-2,N/A,0,,,.103,NG020402,S000597
500917,N/A,245030-2,N/A,0,,,.104,NG020402,S000597
500917,N/A,245030-2,N/A,0,,,.105,NG020402,S000597
500917,N/A,245030-2,N/A,0,,,.021,NG020402,S000597
500917,N/A,245030-2,N/A,0,,,.021,NG020402,S000597
500917,N/A,245030-2,N/A,0,,,.021,NG020402,S000597
500917,N/A,245030-2,N/A,0,,,.021,NG020402,S000597
500917,N/A,245030-2,N/A,0,,,.000,NG020402,S000597
500917,N/A,245030-2,N/A,0,,,.000,NG020402,S000597
500917,N/A,245030-2,N/A,0,,,.000,NG020402,S000597
500917,N/A,245030-2,N/A,0,,,.000,NG020402,S000597
500917,N/A,245030-2,N/A,0,,,.000,NG020402,S000597
500917,N/A,245030-2,N/A,0,,,.000,NG020402,S000597
500917,N/A,245030-2,N/A,0,,,.000,NG020402,S000597
500917,N/A,245030-2,N/A,0,,,.000,NG020402,S000597
500917,N/A,245030-2,N/A,0,,,.000,NG020402,S000597
